Sol3	G3	243	243	55.0189	55.0189
Sol3#1	G3	244	243	55.2453	55.0189
Sol3#2	G3	245	243	55.4717	55.0189
Sol3#3	G3#4	246	247	55.6981	55.9245
Sol3#4	G3#4	247	247	55.9245	55.9245
La3b4	A3b4	248	248	56.1509	56.1509
La3b3	A3b4	249	248	56.3774	56.1509
La3b2	A3b1	250	251	56.6038	56.8302
La3b1	A3b1	251	251	56.8302	56.8302
La3	A3	252	252	57.0566	57.0566
La3#1	A3	253	252	57.2830	57.0566
La3#2	A3	254	252	57.5094	57.0566
La3#3	A3#4	255	256	57.7358	57.9623
La3#4	A3#4	256	256	57.9623	57.9623
Si3b4	B3b4	257	257	58.1887	58.1887
Si3b3	B3b4	258	257	58.4151	58.1887
Si3b2	B3b1	259	260	58.6415	58.8679
Si3b1	B3b1	260	260	58.8679	58.8679
Si3	B3	261	261	59.0943	59.0943
Si3#1	B3	262	261	59.3208	59.0943
Si3#2	C4b1	263	264	59.5472	59.7736
Si3#3	C4b1	264	264	59.7736	59.7736
Do4	C4	265	265	60.0000	60.0000
Do4#1	C4	266	265	60.2264	60.0000
Do4#2	C4	267	265	60.4528	60.0000
Do4#3	C4#4	268	269	60.6792	60.9057
Do4#4	C4#4	269	269	60.9057	60.9057
Re4b4	D4b4	270	270	61.1321	61.1321
Re4b3	D4b4	271	270	61.3585	61.1321
Re4b2	D4b1	272	273	61.5849	61.8113
Re4b1	D4b1	273	273	61.8113	61.8113
Re4	D4	274	274	62.0377	62.0377
Re4#1	D4	275	274	62.2642	62.0377
Re4#2	D4	276	274	62.4906	62.0377
Re4#3	D4#4	277	278	62.7170	62.9434
Re4#4	D4#4	278	278	62.9434	62.9434
Mi4b4	E4b4	279	279	63.1698	63.1698
Mi4b3	E4b4	280	279	63.3962	63.1698
Mi4b2	E4b1	281	282	63.6226	63.8491
Mi4b1	E4b1	282	282	63.8491	63.8491
Mi4	E4	283	283	64.0755	64.0755
Mi4#1	E4	284	283	64.3019	64.0755
Mi4#2	E4	285	283	64.5283	64.0755
Mi4#3	E4#4	286	287	64.7547	64.9811
Fa4	F4	287	287	64.9811	64.9811
Fa4#1	F4#1	288	288	65.2075	65.2075
Fa4#2	F4#1	289	288	65.4340	65.2075
Fa4#3	F4#4	290	291	65.6604	65.8868
Fa4#4	F4#4	291	291	65.8868	65.8868
Sol4b4	G4b4	292	292	66.1132	66.1132
Sol4b3	G4b4	293	292	66.3396	66.1132
Sol4b2	G4b1	294	295	66.5660	66.7925
Sol4b1	G4b1	295	295	66.7925	66.7925
Sol4	G4	296	296	67.0189	67.0189
Sol4#1	G4	297	296	67.2453	67.0189
Sol4#2	G4	298	296	67.4717	67.0189
Sol4#3	G4#4	299	300	67.6981	67.9245
Sol4#4	G4#4	300	300	67.9245	67.9245
La4b4	A4b4	301	301	68.1509	68.1509
La4b3	A4b4	302	301	68.3774	68.1509
La4b2	A4b1	303	304	68.6038	68.8302
La4b1	A4b1	304	304	68.8302	68.8302
La4	A4	305	305	69.0566	69.0566
La4#1	A4	306	305	69.2830	69.0566
La4#2	A4	307	305	69.5094	69.0566
La4#3	A4#4	308	309	69.7358	69.9623
La4#4	A4#4	309	309	69.9623	69.9623
Si4b4	B4b4	310	310	70.1887	70.1887
Si4b3	B4b4	311	310	70.4151	70.1887
Si4b2	B4b1	312	313	70.6415	70.8679
Si4b1	B4b1	313	313	70.8679	70.8679
Si4	B4	314	314	71.0943	71.0943
Si4#1	B4	315	314	71.3208	71.0943
Si4#2	B4	316	317	71.5472	71.7736
Si4#3	C5b1	317	317	71.7736	71.7736
Do5	C5	318	318	72.0000	72.0000
Do5#1	C5	319	318	72.2264	72.0000
Do5#2	C5	320	318	72.4528	72.0000
Do5#3	C5#4	321	322	72.6792	72.9057
Do5#4	C5#4	322	322	72.9057	72.9057
Re5b4	D5b4	323	323	73.1321	73.1321
Re5b3	D5b4	324	323	73.3585	73.1321
Re5b2	D5b1	325	326	73.5849	73.8113
Re5b1	D5b1	326	326	73.8113	73.8113
Re5	D5	327	327	74.0377	74.0377
Re5#1	D5	328	327	74.2642	74.0377
Re5#2	D5	329	327	74.4906	74.0377
Re5#3	D5#4	330	331	74.7170	74.9434
Re5#4	D5#4	331	331	74.9434	74.9434
Mi5b4	E5b4	332	332	75.1698	75.1698
Mi5b3	E5b4	333	332	75.3962	75.1698
Mi5b2	E5b1	334	335	75.6226	75.8491
Mi5b1	E5b1	335	335	75.8491	75.8491
Mi5	E5	336	336	76.0755	76.0755
Mi5#1	E5	337	336	76.3019	76.0755
Mi5#2	E5	338	336	76.5283	76.0755
Mi5#3	E5#4	339	340	76.7547	76.9811
Fa5	F5	340	340	76.9811	76.9811
Fa5#1	F5#1	341	341	77.2075	77.2075
Fa5#2	F5#1	342	341	77.4340	77.2075
Fa5#3	F5#4	343	344	77.6604	77.8868
Fa5#4	F5#4	344	344	77.8868	77.8868
Sol5b4	G5b4	345	345	78.1132	78.1132
Sol5b3	G5b4	346	345	78.3396	78.1132
Sol5b2	G5b1	347	348	78.5660	78.7925
Sol5b1	G5b1	348	348	78.7925	78.7925
Sol5	G5	349	349	79.0189	79.0189
Sol5#1	G5	350	349	79.2453	79.0189
Sol5#2	G5	351	349	79.4717	79.0189
Sol5#3	G5#4	352	353	79.6981	79.9245
Sol5#4	G5#4	353	353	79.9245	79.9245
La5b4	A5b4	354	354	80.1509	80.1509
La5b3	A5b4	355	354	80.3774	80.1509
La5b2	A5b1	356	357	80.6038	80.8302
La5b1	A5b1	357	357	80.8302	80.8302
La5	A5	358	358	81.0566	81.0566
La5#1	A5	359	358	81.2830	81.0566
La5#2	A5	360	358	81.5094	81.0566
La5#3	A5#4	361	362	81.7358	81.9623
La5#4	A5#4	362	362	81.9623	81.9623
Si5b4	B5b4	363	363	82.1887	82.1887
Si5b3	B5b4	364	363	82.4151	82.1887
Si5b2	B5b1	365	366	82.6415	82.8679
Si5b1	B5b1	366	366	82.8679	82.8679
Si5	B5	367	367	83.0943	83.0943
Si5#1	B5	368	367	83.3208	83.0943
Si5#2	C6b1	369	370	83.5472	83.7736
Si5#3	C6b1	370	370	83.7736	83.7736
Do6	C6	371	371	84.0000	84.0000
Do6#1	C6	372	371	84.2264	84.0000
Do6#2	C6	373	371	84.4528	84.0000
Do6#3	C6#4	374	375	84.6792	84.9057
Do6#4	C6#4	375	375	84.9057	84.9057
Re6b4	D6b4	376	376	85.1321	85.1321
Re6b3	D6b4	377	376	85.3585	85.1321
Re6b2	D6b1	378	379	85.5849	85.8113
Re6b1	D6b1	379	379	85.8113	85.8113
Re6	D6	380	380	86.0377	86.0377
Re6#1	D6	381	380	86.2642	86.0377
Re6#2	D6	382	380	86.4906	86.0377
Re6#3	D6#4	383	384	86.7170	86.9434
Re6#4	D6#4	384	384	86.9434	86.9434
Mi6b4	E6b4	385	385	87.1698	87.1698
Mi6b3	E6b4	386	385	87.3962	87.1698
Mi6b2	E6b1	387	388	87.6226	87.8491
Mi6b1	E6b1	388	388	87.8491	87.8491
Mi6	E6	389	389	88.0755	88.0755
Mi6#1	E6	390	389	88.3019	88.0755
Mi6#2	E6	391	389	88.5283	88.0755
Mi6#3	E6#4	392	393	88.7547	88.9811
Fa6	F6	393	393	88.9811	88.9811
Fa6#1	F6#1	394	394	89.2075	89.2075
Fa6#2	F6#1	395	394	89.4340	89.2075
Fa6#3	F6#4	396	397	89.6604	89.8868
Fa6#4	F6#4	397	397	89.8868	89.8868
Sol6b4	G6b4	398	398	90.1132	90.1132
Sol6b3	G6b4	399	398	90.3396	90.1132
Sol6b2	G6b1	400	401	90.5660	90.7925
Sol6b1	G6b1	401	401	90.7925	90.7925
Sol6	G6	402	402	91.0189	91.0189
