Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Re5	D5	327	327	1	16	227	95	90	ARANAÐME 	5.555556E-02
2	9	Mi5	E5	336	336	1	8	455	95	96	.	0.1666667
3	9	Mi5	E5	336	336	1	16	227	95	90	.	0.2222222
4	9	Mi5	E5	336	336	1	8	455	95	96	.	0.3333333
5	9	Mi5	E5	336	336	1	8	455	95	96	.	0.4444444
6	53			0	0	0	0	0	0	0		0.4444444
7	9	Mi5	E5	336	336	1	16	227	95	96	.	0.5
8	9	Sol5	G5	349	349	1	16	227	95	90	.	0.5555556
9	9	Fa5#4	F5#4	344	344	1	16	227	95	96	.	0.6111111
10	9	Sol5	G5	349	349	1	16	227	95	90	.	0.6666667
11	9	Mi5	E5	336	336	1	8	455	95	96	.	0.7777778
12	9	Mi5	E5	336	336	1	16	227	95	96	.	0.8333333
13	9	Fa5	F5	340	340	1	16	227	95	90	.	0.8888889
14	9	Mi5	E5	336	336	1	16	227	95	96	.	0.9444444
15	9	Re5	D5	327	327	1	16	227	95	90	.	1
16	53			0	0	0	0	0	0	0		1
17	9	Mi5	E5	336	336	1	16	227	95	96	.	1.055556
18	9	Fa5	F5	340	340	1	16	227	95	90	.	1.111111
19	9	Mi5	E5	336	336	1	16	227	95	96	.	1.166667
20	9	Re5	D5	327	327	1	16	227	95	90	.	1.222222
21	9	La5	A5	358	358	1	16	227	95	96	.	1.277778
22	9	Sol5	G5	349	349	1	16	227	95	90	.	1.333333
23	9	Fa5	F5	340	340	1	16	227	95	96	.	1.388889
24	9	Mi5	E5	336	336	1	16	227	95	90	.	1.444444
25	9	Mi5	E5	336	336	1	16	227	95	96	.	1.5
26	9	Re5	D5	327	327	1	16	227	95	90	.	1.555556
27	9	Re5	D5	327	327	1	16	227	95	96	.	1.611111
28	9	Do5#4	C5#4	322	322	1	16	227	95	90	.	1.666667
29	9	Re5	D5	327	327	1	4	909	95	96	.	1.888889
30	9			-1	-1	1	8	455	100	0	.	2
31	53			0	0	0	0	0	0	0		2
32	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	2.055556
33	9	Re5	D5	327	327	1	16	227	95	90	.	2.111111
34	9	Mi5	E5	336	336	1	16	227	95	96	.	2.166667
35	9	Fa5	F5	340	340	1	16	227	95	90	.	2.222222
36	9	Sol5	G5	349	349	1	8	455	95	96	.	2.333333
37	9	La5	A5	358	358	1	8	455	95	96	.	2.444444
38	9	La5	A5	358	358	1	16	227	95	96	.	2.5
39	9	Sol5	G5	349	349	1	16	227	95	90	.	2.555556
40	9	Fa5	F5	340	340	1	16	227	95	96	.	2.611111
41	9	Mi5	E5	336	336	1	16	227	95	90	.	2.666667
42	9	Re5	D5	327	327	1	16	227	95	96	.	2.722222
43	9	Do5#4	C5#4	322	322	1	16	227	95	90	.	2.777778
44	9	Si4b4	B4b4	310	310	1	16	227	95	96	.	2.833333
45	9	La4	A4	305	305	1	16	227	95	90	.	2.888889
46	9	Sol4	G4	296	296	1	8	455	95	96	.	3
47	53			0	0	0	0	0	0	0		3
48	9	La4	A4	305	305	1	16	227	95	96	.	3.055556
49	9	Si4b4	B4b4	310	310	1	16	227	95	90	.	3.111111
50	9	Si4b4	B4b4	310	310	1	16	227	95	96	.	3.166667
51	9	La4	A4	305	305	1	16	227	95	90	.	3.222222
52	9	Mi5	E5	336	336	1	16	227	95	96	.	3.277778
53	9	Re5	D5	327	327	1	16	227	95	90	.	3.333333
54	9	Re5	D5	327	327	1	16	227	95	96	.	3.388889
55	9	Do5#4	C5#4	322	322	1	16	227	95	90	.	3.444444
56	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	3.5
57	9	Si4b4	B4b4	310	310	1	16	227	95	90	.	3.555556
58	9	Si4b4	B4b4	310	310	1	16	227	95	96	.	3.611111
59	9	La4	A4	305	305	1	16	227	95	90	.	3.666667
60	9	La4	A4	305	305	1	16	227	95	96	.	3.722222
61	9	Si4b4	B4b4	310	310	1	16	227	95	90	.	3.777778
62	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	3.833333
63	9	Re5	D5	327	327	1	16	227	95	90	.	3.888889
64	9	Mi5	E5	336	336	1	8	455	95	96	.	4
65	53			0	0	0	0	0	0	0		4
66	9	Re5	D5	327	327	1	16	227	95	90	ARANAÐME 	4.055555
67	9	Mi5	E5	336	336	1	8	455	95	96	.	4.166667
68	9	Mi5	E5	336	336	1	16	227	95	90	.	4.222222
69	9	Mi5	E5	336	336	1	8	455	95	96	.	4.333333
70	9	Mi5	E5	336	336	1	8	455	95	96	.	4.444445
71	53			0	0	0	0	0	0	0		4.444445
72	9	Mi5	E5	336	336	1	16	227	95	96	.	4.5
73	9	Sol5	G5	349	349	1	16	227	95	90	.	4.555555
74	9	Fa5#4	F5#4	344	344	1	16	227	95	96	.	4.611111
75	9	Sol5	G5	349	349	1	16	227	95	90	.	4.666667
76	9	Mi5	E5	336	336	1	8	455	95	96	.	4.777778
77	9	Mi5	E5	336	336	1	16	227	95	96	.	4.833333
78	9	Fa5	F5	340	340	1	16	227	95	90	.	4.888889
79	9	Mi5	E5	336	336	1	16	227	95	96	.	4.944445
80	9	Re5	D5	327	327	1	16	227	95	90	.	5
81	53			0	0	0	0	0	0	0		5
82	9	Mi5	E5	336	336	1	16	227	95	96	.	5.055555
83	9	Fa5	F5	340	340	1	16	227	95	90	.	5.111111
84	9	Mi5	E5	336	336	1	16	227	95	96	.	5.166667
85	9	Re5	D5	327	327	1	16	227	95	90	.	5.222222
86	9	La5	A5	358	358	1	16	227	95	96	.	5.277778
87	9	Sol5	G5	349	349	1	16	227	95	90	.	5.333333
88	9	Fa5	F5	340	340	1	16	227	95	96	.	5.388889
