Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	La4	A4	305	305	1	4	909	95	96	Ben 	0.2222222
2	9	Do5#4	C5#4	322	322	1	4	909	95	96	gam	0.4444444
3	9	Si4b4	B4b4	310	310	1	8	455	95	96	lý 	0.5555556
4	9	Do5#4	C5#4	322	322	1	8	455	95	96	ha	0.6666667
5	9	La4	A4	305	305	3	8	1364	95	96	zan 	1
6	53			0	0	0	0	0	0	0		1
7	9	Re5	D5	327	327	1	4	909	95	96	sen	1.222222
8	9	Do5#4	C5#4	322	322	1	8	455	95	96	se 	1.333333
9	9	Re5	D5	327	327	1	8	455	95	96	ba	1.444444
10	9	Mi5	E5	336	336	1	2	1818	99	96	har 	1.888889
11	9	La5	A5	358	358	1	8	455	95	96		2
12	53			0	0	0	0	0	0	0		2
13	9	Sol5	G5	349	349	1	8	455	99	96	din	2.111111
14	9	Fa5	F5	340	340	1	8	455	95	96		2.222222
15	9	Mi5	E5	336	336	1	8	455	95	96	le 	2.333333
16	9	Re5	D5	327	327	1	8	455	95	96	de 	2.444444
17	9	Do5#4	C5#4	322	322	1	8	455	99	96	vaz	2.555556
18	9	Si4b4	B4b4	310	310	1	8	455	99	96		2.666667
19	9	La4	A4	305	305	1	8	455	99	96		2.777778
20	9	Si4b4	B4b4	310	310	1	8	455	99	96		2.888889
21	9	Do5#4	C5#4	322	322	1	8	455	95	96		3
22	9	La4	A4	305	305	3	8	1364	95	96	geç  	3.333333
23	53			0	0	0	0	0	0	0		3.333333
24	9	Si4b4	B4b4	310	310	1	16	227	95	96	SAZ 	3.388889
25	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	3.444444
26	9	Re5	D5	327	327	1	16	227	95	96	.	3.5
27	9	Re5	D5	327	327	1	16	227	95	96	.	3.555556
28	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	3.611111
29	9	Si4b4	B4b4	310	310	1	16	227	95	96	.	3.666667
30	9	La4	A4	305	305	1	4	909	95	96	.	3.888889
31	9			-1	-1	1	8	455	100	0		4
32	53			0	0	0	0	0	0	0		4
33	9	Sol5	G5	349	349	1	8	455	99	96	din	4.111111
34	9	Fa5	F5	340	340	1	16	227	99	96		4.166667
35	9	Mi5	E5	336	336	1	16	227	95	96		4.222222
36	9	Re5	D5	327	327	1	8	455	95	96	le 	4.333333
37	9	Fa5	F5	340	340	1	8	455	95	96	de 	4.444445
38	9	Mi5	E5	336	336	1	8	455	99	96	vaz	4.555555
39	9	Re5	D5	327	327	1	8	455	99	96		4.666667
40	9	Do5#4	C5#4	322	322	1	8	455	99	96		4.777778
41	9	Re5	D5	327	327	1	8	455	99	96		4.888889
42	9	Mi5	E5	336	336	1	16	227	99	96		4.944445
43	9	Re5	D5	327	327	1	16	227	95	96		5
44	9	Re5	D5	327	327	3	8	1364	95	96	geç  	5.333333
45	53			0	0	0	0	0	0	0		5.333333
46	9	Mi5	E5	336	336	1	16	227	95	96	SAZ 	5.388889
47	9	Fa5	F5	340	340	1	16	227	95	96	.	5.444445
48	9	Mi5	E5	336	336	1	16	227	95	96	.	5.5
49	9	Re5	D5	327	327	1	16	227	95	96	.	5.555555
50	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	5.611111
51	9	Si4b4	B4b4	310	310	1	16	227	95	96	.	5.666667
52	9	La4	A4	305	305	1	4	909	95	96	.	5.888889
53	9			-1	-1	1	8	455	100	0		6
54	53			0	0	0	0	0	0	0		6
55	9	La4	A4	305	305	1	4	909	95	96	Ben 	6.222222
56	9	Do5#4	C5#4	322	322	1	4	909	95	96	gam	6.444445
57	9	Si4b4	B4b4	310	310	1	8	455	95	96	lý 	6.555555
58	9	Do5#4	C5#4	322	322	1	8	455	95	96	ha	6.666667
59	9	La4	A4	305	305	3	8	1364	95	96	zan 	7
60	53			0	0	0	0	0	0	0		7
61	9	Re5	D5	327	327	1	4	909	95	96	sen	7.222222
62	9	Do5#4	C5#4	322	322	1	8	455	95	96	se 	7.333333
63	9	Re5	D5	327	327	1	8	455	95	96	ba	7.444445
64	9	Mi5	E5	336	336	1	2	1818	99	96	har 	7.888889
65	9	La5	A5	358	358	1	8	455	95	96		8
66	53			0	0	0	0	0	0	0		8
67	9	Sol5	G5	349	349	1	8	455	99	96	din	8.111111
68	9	Fa5	F5	340	340	1	8	455	95	96		8.222222
69	9	Mi5	E5	336	336	1	8	455	95	96	le 	8.333333
70	9	Re5	D5	327	327	1	8	455	95	96	de 	8.444445
71	9	Do5#4	C5#4	322	322	1	8	455	99	96	vaz	8.555555
72	9	Si4b4	B4b4	310	310	1	8	455	99	96		8.666667
73	9	La4	A4	305	305	1	8	455	99	96		8.777778
74	9	Si4b4	B4b4	310	310	1	8	455	99	96		8.888889
75	9	Do5#4	C5#4	322	322	1	8	455	95	96		9
76	9	La4	A4	305	305	3	8	1364	95	96	geç  	9.333333
77	53			0	0	0	0	0	0	0		9.333333
78	9	Si4b4	B4b4	310	310	1	16	227	95	96	SAZ 	9.388889
79	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	9.444445
80	9	Re5	D5	327	327	1	16	227	95	96	.	9.5
81	9	Re5	D5	327	327	1	16	227	95	96	.	9.555555
82	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	9.611111
83	9	Si4b4	B4b4	310	310	1	16	227	95	96	.	9.666667
84	9	La4	A4	305	305	1	4	909	95	96	.	9.888889
85	9			-1	-1	1	8	455	100	0		10
86	53			0	0	0	0	0	0	0		10
87	9	Sol5	G5	349	349	1	8	455	99	96	din	10.11111
88	9	Fa5	F5	340	340	1	16	227	99	96		10.16667
89	9	Mi5	E5	336	336	1	16	227	95	96		10.22222
90	9	Re5	D5	327	327	1	8	455	95	96	le 	10.33333
91	9	Fa5	F5	340	340	1	8	455	95	96	de 	10.44444
92	9	Mi5	E5	336	336	1	8	455	99	96	vaz	10.55556
93	9	Re5	D5	327	327	1	8	455	99	96		10.66667
94	9	Do5#4	C5#4	322	322	1	8	455	99	96		10.77778
95	9	Re5	D5	327	327	1	8	455	99	96		10.88889
96	9	Mi5	E5	336	336	1	16	227	99	96		10.94444
97	9	Re5	D5	327	327	1	16	227	95	96		11
98	9	Re5	D5	327	327	3	8	1364	95	96	geç  	11.33333
99	53			0	0	0	0	0	0	0		11.33333
100	9	La4	A4	305	305	1	8	455	95	96	SAZ 	11.44444
101	9	Si4b4	B4b4	310	310	1	16	227	95	96	.	11.5
102	9	La4	A4	305	305	1	16	227	95	96	.	11.55556
103	9	Si4b4	B4b4	310	310	1	16	227	95	96	.	11.61111
104	9	Do5#4	C5#4	322	322	1	16	227	95	96	.	11.66667
105	9	Re5	D5	327	327	1	4	909	95	96	.	11.88889
106	9			-1	-1	1	8	455	100	0		12
107	53			0	0	0	0	0	0	0		12
108	9	Re5	D5	327	327	1	4	909	95	96	Sen 	12.22222
109	9	La5	A5	358	358	1	4	909	95	96	ken	12.44444
110	9	Sol5	G5	349	349	1	8	455	95	96	di	12.55556
111	9	La5	A5	358	358	1	8	455	95	96	ne 	12.66667
112	9	Sol5	G5	349	349	1	8	455	99	96	ken	12.77778
113	9	Fa5	F5	340	340	1	16	227	99	96		12.83333
114	9	Mi5	E5	336	336	1	16	227	99	96		12.88889
115	9	Re5	D5	327	327	1	8	455	95	96		13
116	53			0	0	0	0	0	0	0		13
117	9	Sol5	G5	349	349	1	8	455	99	96	din 	13.11111
118	9	Fa5	F5	340	340	1	16	227	99	96		13.16667
119	9	Mi5	E5	336	336	1	16	227	95	96		13.22222
120	9	Re5	D5	327	327	1	8	455	95	96	gi	13.33333
121	9	Mi5	E5	336	336	1	16	227	99	96	bi 	13.38889
122	9	Fa5	F5	340	340	1	16	227	95	96		13.44444
123	9	Mi5	E5	336	336	1	16	227	99	96	bir 	13.5
124	9	Re5	D5	327	327	1	16	227	99	96		13.55556
125	9	Do5#4	C5#4	322	322	1	16	227	99	96		13.61111
126	9	Si4b4	B4b4	310	310	1	16	227	99	96		13.66667
127	9	Do5#4	C5#4	322	322	1	4	909	95	96		13.88889
128	9			-1	-1	1	8	455	100	0		14
129	53			0	0	0	0	0	0	0		14
130	9	Re5	D5	327	327	1	4	909	95	96	ta	14.22222
131	9	Mi5	E5	336	336	1	8	455	95	96	ze 	14.33333
132	9	Fa5	F5	340	340	1	8	455	95	96	ba	14.44444
133	9	Mi5	E5	336	336	1	8	455	99	96	har 	14.55556
134	9	Re5	D5	327	327	1	8	455	99	96		14.66667
135	9	Do5#4	C5#4	322	322	1	8	455	99	96		14.77778
