Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	La4	A4	305	305	3	16	536	95	96	ARANAÐME 	8.333334E-02
2	9	Si4b4	B4b4	310	310	1	16	179	95	90	.	0.1111111
3	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	0.1666667
4	9	Re5	D5	327	327	1	8	357	95	96	.	0.2222222
5	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	0.2777778
6	9	Si4b4	B4b4	310	310	1	8	357	95	96	.	0.3333333
7	9	La4	A4	305	305	1	8	357	95	96	.	0.3888889
8	9	Sol4	G4	296	296	1	8	357	95	96	.	0.4444444
9	53			0	0	0	0	0	0	0		0.4444444
10	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	0.5
11	9	Re5	D5	327	327	1	16	179	95	96	.	0.5277778
12	9	Mi5	E5	336	336	1	16	179	95	90	.	0.5555556
13	9	Fa5	F5	340	340	1	16	179	95	96	.	0.5833333
14	9	Mi5	E5	336	336	1	16	179	95	90	.	0.6111111
15	9	Re5	D5	327	327	1	16	179	95	96	.	0.6388889
16	9	Do5#4	C5#4	322	322	1	16	179	95	90	.	0.6666667
17	54			0	0	0	0	0	0	0	rast@r4	0.6666667
18	9	Re5	D5	327	327	1	16	179	95	96	.	0.6944444
19	9	Re5	D5	327	327	1	16	179	95	90	.	0.7222222
20	9	Do5	C5	318	318	1	16	179	95	96	.	0.75
21	9	Si4	B4	314	314	1	16	179	95	90	.	0.7777778
22	9	La4	A4	305	305	1	16	179	95	96	.	0.8055556
23	9	Sol4	G4	296	296	1	16	179	95	90	.	0.8333333
24	9	Fa4#4	F4#4	291	291	1	16	179	95	96	.	0.8611111
25	9	Mi4	E4	283	283	1	16	179	95	90	.	0.8888889
26	9	Re4	D4	274	274	1	4	714	95	96	.	1
27	55			0	0	0	0	0	0	0		1
28	53			0	0	0	0	0	0	0		1
29	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	1.055556
30	9	Re5	D5	327	327	1	8	357	95	96	.	1.111111
31	9	Mi5	E5	336	336	1	8	357	95	96	.	1.166667
32	9	Fa5#4	F5#4	344	344	1	8	357	95	96	.	1.222222
33	9	Sol5	G5	349	349	3	16	536	95	96	.	1.305556
34	9	Fa5#4	F5#4	344	344	1	16	179	95	90	.	1.333333
35	9	Mi5	E5	336	336	1	8	357	95	96	.	1.388889
36	9	Sol5	G5	349	349	1	8	357	95	96	.	1.444444
37	9	Fa5	F5	340	340	3	16	536	95	96	.	1.527778
38	9	Mi5	E5	336	336	1	16	179	95	90	.	1.555556
39	9	Mi5	E5	336	336	1	16	179	95	96	.	1.583333
40	9	Re5	D5	327	327	1	16	179	95	90	.	1.611111
41	9	Re5	D5	327	327	1	16	179	95	96	.	1.638889
42	9	Do5#4	C5#4	322	322	1	16	179	95	90	.	1.666667
43	9	Re5	D5	327	327	1	4	714	95	96	.	1.777778
44	53			0	0	0	0	0	0	0		1.777778
45	9	Sol4	G4	296	296	1	16	179	95	96	.	1.805556
46	9	La4	A4	305	305	1	16	179	95	90	.	1.833333
47	9	Si4b4	B4b4	310	310	1	16	179	95	96	.	1.861111
48	9	Do5#4	C5#4	322	322	1	16	179	95	90	.	1.888889
49	9	Re5	D5	327	327	1	4	714	95	96	.	2
50	53			0	0	0	0	0	0	0		2
51	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	2.055556
52	9	Re5	D5	327	327	1	8	357	95	96	.	2.111111
53	9	Mi5	E5	336	336	1	8	357	95	96	.	2.166667
54	9	Fa5#4	F5#4	344	344	1	8	357	95	96	.	2.222222
55	9	Sol5	G5	349	349	3	16	536	95	96	.	2.305556
56	9	Fa5#4	F5#4	344	344	1	16	179	95	90	.	2.333333
57	9	Mi5	E5	336	336	1	8	357	95	96	.	2.388889
58	9	Sol5	G5	349	349	1	8	357	95	96	.	2.444444
59	9	Fa5	F5	340	340	3	16	536	95	96	.	2.527778
60	9	Mi5	E5	336	336	1	16	179	95	90	.	2.555556
61	9	Re5	D5	327	327	1	8	357	95	96	.	2.611111
62	9	Fa5	F5	340	340	1	8	357	95	96	.	2.666667
63	9	Mi5	E5	336	336	1	8	357	95	96	.	2.722222
64	9	Re5	D5	327	327	1	8	357	95	96	.	2.777778
65	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	2.833333
66	9	Si4b4	B4b4	310	310	1	8	357	95	96	.	2.888889
67	9	La4	A4	305	305	1	8	357	95	96	.	2.944444
68	9	Sol4	G4	296	296	1	8	357	95	96	.	3
69	53			0	0	0	0	0	0	0		3
70	9	La4	A4	305	305	1	8	357	95	96	.	3.055556
71	9	Si4b4	B4b4	310	310	1	4	714	95	96	.	3.166667
72	9	La4	A4	305	305	1	8	357	95	96	.	3.222222
73	9	Mi5	E5	336	336	1	24	119	95	96	.	3.240741
74	9	Fa5#4	F5#4	344	344	1	24	119	95	90	.	3.259259
75	9	Sol5	G5	349	349	1	24	119	95	96	.	3.277778
76	9	La5	A5	358	358	1	8	357	95	96	.	3.333333
77	9	Sol5	G5	349	349	1	24	119	95	96	.	3.351852
78	9	Fa5	F5	340	340	1	24	119	95	90	.	3.37037
79	9	Mi5	E5	336	336	1	24	119	95	96	.	3.388889
80	9	Re5	D5	327	327	1	8	357	95	96	.	3.444444
81	53			0	0	0	0	0	0	0		3.444444
82	9	Do5#4	C5#4	322	322	3	16	536	95	96	.	3.527778
83	9	Si4b4	B4b4	310	310	1	16	179	95	90	.	3.555556
84	9	Do5#4	C5#4	322	322	1	16	179	95	96	.	3.583333
85	9	Si4b4	B4b4	310	310	1	16	179	95	90	.	3.611111
86	9	Si4b4	B4b4	310	310	1	16	179	95	96	.	3.638889
87	9	La4	A4	305	305	1	16	179	95	90	.	3.666667
88	53			0	0	0	0	0	0	0		3.666667
89	9	La4	A4	305	305	3	16	536	95	96	.	3.75
90	9	Fa5	F5	340	340	1	16	179	95	90	.	3.777778
91	9	Mi5	E5	336	336	1	16	179	95	96	.	3.805556
92	9	Re5	D5	327	327	1	16	179	95	90	.	3.833333
93	9	Do5#4	C5#4	322	322	1	16	179	95	96	.	3.861111
94	9	Si4b4	B4b4	310	310	1	16	179	95	90	.	3.888889
95	9	La4	A4	305	305	1	8	357	95	96	.	3.944444
96	9	Sol4	G4	296	296	1	8	357	95	96	.	4
97	53			0	0	0	0	0	0	0		4
98	9	La4	A4	305	305	3	16	536	95	96	ARANAÐME 	4.083333
99	9	Si4b4	B4b4	310	310	1	16	179	95	90	.	4.111111
100	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	4.166667
101	9	Re5	D5	327	327	1	8	357	95	96	.	4.222222
102	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	4.277778
103	9	Si4b4	B4b4	310	310	1	8	357	95	96	.	4.333333
104	9	La4	A4	305	305	1	8	357	95	96	.	4.388889
105	9	Sol4	G4	296	296	1	8	357	95	96	.	4.444445
106	53			0	0	0	0	0	0	0		4.444445
107	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	4.5
108	9	Re5	D5	327	327	1	16	179	95	96	.	4.527778
109	9	Mi5	E5	336	336	1	16	179	95	90	.	4.555555
110	9	Fa5	F5	340	340	1	16	179	95	96	.	4.583333
111	9	Mi5	E5	336	336	1	16	179	95	90	.	4.611111
112	9	Re5	D5	327	327	1	16	179	95	96	.	4.638889
113	9	Do5#4	C5#4	322	322	1	16	179	95	90	.	4.666667
114	54			0	0	0	0	0	0	0	rast@r4	4.666667
115	9	Re5	D5	327	327	1	16	179	95	96	.	4.694445
116	9	Re5	D5	327	327	1	16	179	95	90	.	4.722222
117	9	Do5	C5	318	318	1	16	179	95	96	.	4.75
118	9	Si4	B4	314	314	1	16	179	95	90	.	4.777778
119	9	La4	A4	305	305	1	16	179	95	96	.	4.805555
120	9	Sol4	G4	296	296	1	16	179	95	90	.	4.833333
121	9	Fa4#4	F4#4	291	291	1	16	179	95	96	.	4.861111
122	9	Mi4	E4	283	283	1	16	179	95	90	.	4.888889
123	9	Re4	D4	274	274	1	4	714	95	96	.	5
124	55			0	0	0	0	0	0	0		5
125	53			0	0	0	0	0	0	0		5
126	9	Do5#4	C5#4	322	322	1	8	357	95	96	.	5.055555
127	9	Re5	D5	327	327	1	8	357	95	96	.	5.111111
128	9	Mi5	E5	336	336	1	8	357	95	96	.	5.166667
129	9	Fa5#4	F5#4	344	344	1	8	357	95	96	.	5.222222
130	9	Sol5	G5	349	349	3	16	536	95	96	.	5.305555
131	9	Fa5#4	F5#4	344	344	1	16	179	95	90	.	5.333333
132	9	Mi5	E5	336	336	1	8	357	95	96	.	5.388889
133	9	Sol5	G5	349	349	1	8	357	95	96	.	5.444445
134	9	Fa5	F5	340	340	3	16	536	95	96	.	5.527778
135	9	Mi5	E5	336	336	1	16	179	95	90	.	5.555555
136	9	Mi5	E5	336	336	1	16	179	95	96	.	5.583333
137	9	Re5	D5	327	327	1	16	179	95	90	.	5.611111
