Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	La4	A4	305	305	1	16	208	95	96	ARANAÐME 	2.777778E-02
2	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	5.555556E-02
3	9	La4	A4	305	305	1	16	208	95	96	.	8.333334E-02
4	9	Sol4	G4	296	296	1	16	208	95	96	.	0.1111111
5	9	Fa4#3	F4#4	290	291	1	8	417	95	96	.	0.1666667
6	9	Sol4	G4	296	296	1	8	417	95	96	.	0.2222222
7	9	La4	A4	305	305	1	8	417	95	96	.	0.2777778
8	9	Si4b4	B4b4	310	310	1	8	417	95	96	.	0.3333333
9	9	La4	A4	305	305	1	8	417	95	96	.	0.3888889
10	9	Re5	D5	327	327	1	8	417	95	96	.	0.4444444
11	9	Re5	D5	327	327	1	16	208	95	96	.	0.4722222
12	9	Do5#4	C5#4	322	322	1	8	417	95	96	.	0.5277778
13	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	0.5555556
14	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	0.5833333
15	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	0.6111111
16	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	0.6388889
17	9	La4	A4	305	305	1	16	208	95	96	.	0.6666667
18	9	La4	A4	305	305	1	4	833	95	96	.	0.7777778
19	53			0	0	0	0	0	0	0		0.7777778
20	9	Sol4	G4	296	296	1	16	208	95	96	.	0.8055556
21	9	La4	A4	305	305	1	16	208	95	96	.	0.8333333
22	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	0.8611111
23	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	0.8888889
24	9	La4	A4	305	305	1	4	833	95	96	.	1
25	53			0	0	0	0	0	0	0		1
26	54			0	0	0	0	0	0	0	niþabur@si	1
27	9	Re5	D5	327	327	1	4	833	95	96	.	1.111111
28	9	Re5	D5	327	327	3	32	312	95	96	.	1.152778
29	9	Do5#4	C5#4	322	322	1	32	104	95	96	.	1.166667
30	9	Si4	B4	314	314	1	8	417	95	96	.	1.222222
31	53			0	0	0	0	0	0	0		1.222222
32	9	Do5#4	C5#4	322	322	1	8	417	95	96	.	1.277778
33	9	Re5	D5	327	327	1	8	417	95	96	.	1.333333
34	9	Mi5	E5	336	336	1	8	417	95	96	.	1.388889
35	9	Fa5	F5	340	340	1	8	417	95	96	.	1.444444
36	9	Mi5	E5	336	336	1	16	208	95	96	.	1.472222
37	9	Fa5	F5	340	340	1	16	208	95	96	.	1.5
38	9	Mi5	E5	336	336	1	16	208	95	96	.	1.527778
39	9	Re5	D5	327	327	1	16	208	95	96	.	1.555556
40	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	1.583333
41	9	Re5	D5	327	327	1	16	208	95	96	.	1.611111
42	9	Mi5	E5	336	336	1	16	208	95	96	.	1.638889
43	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	1.666667
44	55			0	0	0	0	0	0	0		1.666667
45	53			0	0	0	0	0	0	0		1.666667
46	9	Re5	D5	327	327	1	8	417	95	96	.	1.722222
47	9	Do5	C5	318	318	1	16	208	95	96	.	1.75
48	9	Si4	B4	314	314	1	16	208	95	96	.	1.777778
49	9	La4	A4	305	305	1	16	208	95	96	.	1.805556
50	9	Sol4	G4	296	296	1	16	208	95	96	.	1.833333
